Order_ID,Order_Date,Customer_ID,Customer_Segment,Region,Country,Product_ID,Product_Category,Product_Name,Quantity,Unit_Price,Unit_Cost,Revenue,Cost,Profit,Sales_Rep,Payment_Method,Order_Status
ORD-10323,2024-11-18,CUST-178,Small Business,Asia-Pacific,Australia,PRD-08,Furniture,Conference Table,1,2200,2000,2200,2000,200,Sophie Klein,Card,Pending
ORD-10324,2024-11-19,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-09,Office Supplies,Ink Cartridge XL,6,45,40,270,240,30,Marie Dubois,Card,Returned
ORD-10325,2024-11-20,CUST-256,Consumer,South America,Brazil,PRD-01,Electronics,Laptop Pro 14,6,1200,900,7200,5400,1800,Jan de Vries,Cash,Completed
ORD-10326,2024-11-21,CUST-389,Small Business,Europe,France,PRD-02,Electronics,Tablet Air 10,7,600,520,4200,3640,560,Liam Chen,Cash,Completed
ORD-10327,2024-11-22,CUST-144,Corporate,North America,Canada,PRD-03,Furniture,Office Chair Deluxe,7,320,250,2240,1750,490,Wei Zhang,Card,Returned
ORD-10328,2024-11-23,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-04,Furniture,Standing Desk Pro,7,850,700,5950,4900,1050,Omar Hassan,Transfer,Completed
ORD-10329,2024-11-24,CUST-501,Corporate,Europe,Netherlands,PRD-05,Electronics,Wireless Monitor 27,4,450,380,1800,1520,280,Fahad Al Saud,Cash,Returned
ORD-10330,2024-11-25,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-06,Office Supply,Wireless Mouse,7,25,18,175,126,49,Lucas Pereira,Transfer,Completed
ORD-10331,2024-11-26,CUST-201,Corporate,North America,United States,PRD-07,Office Supplies,Paper Ream A4,6,6,3,36,18,18,Alex Morgan,Transfer,Completed
ORD-10332,2024-11-27,CUST-305,Consumer,Europe,Germany,PRD-08,Furniture,Conference Table,6,2200,2000,13200,12000,1200,Daniel Smith,Card,Completed
ORD-10333,2024-11-28,CUST-178,Small Business,Asia-Pacific,Australia,PRD-09,Office Supplies,Ink Cartridge XL,7,45,40,315,280,35,Sophie Klein,Cash,Completed
ORD-10334,2024-11-29,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-01,Electronics,Laptop Pro 14,3,1200,900,3600,2700,900,Marie Dubois,Card,Returned
ORD-10335,2024-11-30,CUST-256,Consumer,South America,Brazil,PRD-02,Electronics,Tablet Air 10,5,600,520,3000,2600,400,Jan de Vries,Transfer,Completed
ORD-10336,2024-12-01,CUST-389,Small Business,Europe,France,PRD-03,Furniture,Office Chair Deluxe,6,320,250,1920,1500,420,Liam Chen,Cash,Returned
ORD-10337,2024-12-02,CUST-144,Corporate,North America,Canada,PRD-04,Furniture,Standing Desk Pro,1,850,700,850,700,150,Wei Zhang,Card,Returned
ORD-10338,2024-12-03,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-05,Electronics,Wireless Monitor 27,7,450,380,3150,2660,490,Omar Hassan,Card,Completed
ORD-10339,2024-12-04,CUST-501,Corporate,Europe,Netherlands,PRD-06,Office Supply,Wireless Mouse,6,25,18,150,108,42,Fahad Al Saud,Transfer,Pending
ORD-10340,2024-12-05,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-07,Office Supplies,Paper Ream A4,6,6,3,36,18,18,Lucas Pereira,Cash,Returned
ORD-10341,2024-12-06,CUST-201,Corporate,North America,United States,PRD-08,Furniture,Conference Table,5,2200,2000,11000,10000,1000,Alex Morgan,Cash,Completed
ORD-10342,2024-12-07,CUST-305,Consumer,Europe,Germany,PRD-09,Office Supplies,Ink Cartridge XL,1,45,40,45,40,5,Daniel Smith,Transfer,Completed
ORD-10343,2024-12-08,CUST-178,Small Business,Asia-Pacific,Australia,PRD-01,Electronics,Laptop Pro 14,2,1200,900,2400,1800,600,Sophie Klein,Card,Completed
ORD-10344,2024-12-09,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-02,Electronics,Tablet Air 10,4,600,520,2400,2080,320,Marie Dubois,Transfer,Pending
ORD-10345,2024-12-10,CUST-256,Consumer,South America,Brazil,PRD-03,Furniture,Office Chair Deluxe,2,320,250,640,500,140,Jan de Vries,Card,Pending
ORD-10346,2024-12-11,CUST-389,Small Business,Europe,France,PRD-04,Furniture,Standing Desk Pro,1,850,700,850,700,150,Liam Chen,Card,Completed
ORD-10347,2024-12-12,CUST-144,Corporate,North America,Canada,PRD-05,Electronics,Wireless Monitor 27,3,450,380,1350,1140,210,Wei Zhang,Cash,Completed
ORD-10348,2024-12-13,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-06,Office Supply,Wireless Mouse,6,25,18,150,108,42,Omar Hassan,Cash,Completed
ORD-10349,2024-12-14,CUST-501,Corporate,Europe,Netherlands,PRD-07,Office Supplies,Paper Ream A4,5,6,3,30,15,15,Fahad Al Saud,Transfer,Returned
ORD-10350,2024-12-15,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-08,Furniture,Conference Table,4,2200,2000,8800,8000,800,Lucas Pereira,Transfer,Pending
ORD-10351,2024-12-16,CUST-201,Corporate,North America,United States,PRD-09,Office Supplies,Ink Cartridge XL,3,45,40,135,120,15,Alex Morgan,Card,Completed
ORD-10352,2024-12-17,CUST-305,Consumer,Europe,Germany,PRD-01,Electronics,Laptop Pro 14,4,1200,900,4800,3600,1200,Daniel Smith,Cash,Completed
ORD-10353,2024-12-18,CUST-178,Small Business,Asia-Pacific,Australia,PRD-02,Electronics,Tablet Air 10,1,600,520,600,520,80,Sophie Klein,Transfer,Returned
ORD-10354,2024-12-19,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-03,Furniture,Office Chair Deluxe,5,320,250,1600,1250,350,Marie Dubois,Cash,Completed
ORD-10355,2024-12-20,CUST-256,Consumer,South America,Brazil,PRD-04,Furniture,Standing Desk Pro,5,850,700,4250,3500,750,Jan de Vries,Transfer,Returned
ORD-10356,2024-12-21,CUST-389,Small Business,Europe,France,PRD-05,Electronics,Wireless Monitor 27,6,450,380,2700,2280,420,Liam Chen,Cash,Pending
ORD-10357,2024-12-22,CUST-144,Corporate,North America,Canada,PRD-06,Office Supply,Wireless Mouse,5,25,18,125,90,35,Wei Zhang,Card,Completed
ORD-10358,2024-12-23,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-07,Office Supplies,Paper Ream A4,3,6,3,18,9,9,Omar Hassan,Transfer,Completed
ORD-10359,2024-12-24,CUST-501,Corporate,Europe,Netherlands,PRD-08,Furniture,Conference Table,6,2200,2000,13200,12000,1200,Fahad Al Saud,Card,Pending
ORD-10360,2024-12-25,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-09,Office Supplies,Ink Cartridge XL,2,45,40,90,80,10,Lucas Pereira,Card,Completed
ORD-10361,2024-12-26,CUST-201,Corporate,North America,United States,PRD-01,Electronics,Laptop Pro 14,7,1200,900,8400,6300,2100,Alex Morgan,Transfer,Completed
ORD-10362,2024-12-27,CUST-305,Consumer,Europe,Germany,PRD-02,Electronics,Tablet Air 10,5,600,520,3000,2600,400,Daniel Smith,Transfer,Completed
ORD-10363,2024-12-28,CUST-178,Small Business,Asia-Pacific,Australia,PRD-03,Furniture,Office Chair Deluxe,7,320,250,2240,1750,490,Sophie Klein,Cash,Completed
ORD-10364,2024-12-29,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-04,Furniture,Standing Desk Pro,1,850,700,850,700,150,Marie Dubois,Card,Completed
ORD-10365,2024-12-30,CUST-256,Consumer,South America,Brazil,PRD-05,Electronics,Wireless Monitor 27,7,450,380,3150,2660,490,Jan de Vries,Cash,Completed
ORD-10366,2024-01-01,CUST-389,Small Business,Europe,France,PRD-06,Office Supply,Wireless Mouse,6,25,18,150,108,42,Liam Chen,Card,Completed
ORD-10367,2024-01-02,CUST-144,Corporate,North America,Canada,PRD-07,Office Supplies,Paper Ream A4,7,6,3,42,21,21,Wei Zhang,Cash,Completed
ORD-10368,2024-01-03,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-08,Furniture,Conference Table,7,2200,2000,15400,14000,1400,Omar Hassan,Cash,Completed
ORD-10369,2024-01-04,CUST-501,Corporate,Europe,Netherlands,PRD-09,Office Supplies,Ink Cartridge XL,4,45,40,180,160,20,Fahad Al Saud,Cash,Pending
ORD-10370,2024-01-05,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-01,Electronics,Laptop Pro 14,1,1200,900,1200,900,300,Lucas Pereira,Transfer,Completed
ORD-10371,2024-01-06,CUST-201,Corporate,North America,United States,PRD-02,Electronics,Tablet Air 10,4,600,520,2400,2080,320,Alex Morgan,Card,Completed
ORD-10372,2024-01-07,CUST-305,Consumer,Europe,Germany,PRD-03,Furniture,Office Chair Deluxe,1,320,250,320,250,70,Daniel Smith,Card,Pending
ORD-10373,2024-01-08,CUST-178,Small Business,Asia-Pacific,Australia,PRD-04,Furniture,Standing Desk Pro,3,850,700,2550,2100,450,Sophie Klein,Cash,Completed
ORD-10374,2024-01-09,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-05,Electronics,Wireless Monitor 27,6,450,380,2700,2280,420,Marie Dubois,Transfer,Completed
ORD-10375,2024-01-10,CUST-256,Consumer,South America,Brazil,PRD-06,Office Supply,Wireless Mouse,2,25,18,50,36,14,Jan de Vries,Card,Completed
ORD-10376,2024-01-11,CUST-389,Small Business,Europe,France,PRD-07,Office Supplies,Paper Ream A4,2,6,3,12,6,6,Liam Chen,Card,Pending
ORD-10377,2024-01-12,CUST-144,Corporate,North America,Canada,PRD-08,Furniture,Conference Table,7,2200,2000,15400,14000,1400,Wei Zhang,Cash,Returned
ORD-10378,2024-01-13,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-09,Office Supplies,Ink Cartridge XL,5,45,40,225,200,25,Omar Hassan,Cash,Pending
ORD-10379,2024-01-14,CUST-501,Corporate,Europe,Netherlands,PRD-01,Electronics,Laptop Pro 14,5,1200,900,6000,4500,1500,Fahad Al Saud,Card,Returned
ORD-10380,2024-01-15,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-02,Electronics,Tablet Air 10,4,600,520,2400,2080,320,Lucas Pereira,Card,Completed
ORD-10381,2024-01-16,CUST-201,Corporate,North America,United States,PRD-03,Furniture,Office Chair Deluxe,3,320,250,960,750,210,Alex Morgan,Cash,Completed
ORD-10382,2024-01-17,CUST-305,Consumer,Europe,Germany,PRD-04,Furniture,Standing Desk Pro,3,850,700,2550,2100,450,Daniel Smith,Transfer,Completed
ORD-10383,2024-01-18,CUST-178,Small Business,Asia-Pacific,Australia,PRD-05,Electronics,Wireless Monitor 27,3,450,380,1350,1140,210,Sophie Klein,Card,Returned
ORD-10384,2024-01-19,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-06,Office Supply,Wireless Mouse,3,25,18,75,54,21,Marie Dubois,Transfer,Completed
ORD-10385,2024-01-20,CUST-256,Consumer,South America,Brazil,PRD-07,Office Supplies,Paper Ream A4,6,6,3,36,18,18,Jan de Vries,Transfer,Completed
ORD-10386,2024-01-21,CUST-389,Small Business,Europe,France,PRD-08,Furniture,Conference Table,6,2200,2000,13200,12000,1200,Liam Chen,Cash,Returned
ORD-10387,2024-01-22,CUST-144,Corporate,North America,Canada,PRD-09,Office Supplies,Ink Cartridge XL,2,45,40,90,80,10,Wei Zhang,Card,Completed
ORD-10388,2024-01-23,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-01,Electronics,Laptop Pro 14,1,1200,900,1200,900,300,Omar Hassan,Card,Returned
ORD-10389,2024-01-24,CUST-501,Corporate,Europe,Netherlands,PRD-02,Electronics,Tablet Air 10,3,600,520,1800,1560,240,Fahad Al Saud,Card,Pending
ORD-10390,2024-01-25,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-03,Furniture,Office Chair Deluxe,7,320,250,2240,1750,490,Lucas Pereira,Transfer,Completed
ORD-10391,2024-01-26,CUST-201,Corporate,North America,United States,PRD-04,Furniture,Standing Desk Pro,4,850,700,3400,2800,600,Alex Morgan,Cash,Completed
ORD-10392,2024-01-27,CUST-305,Consumer,Europe,Germany,PRD-05,Electronics,Wireless Monitor 27,1,450,380,450,380,70,Daniel Smith,Transfer,Completed
ORD-10393,2024-01-28,CUST-178,Small Business,Asia-Pacific,Australia,PRD-06,Office Supply,Wireless Mouse,5,25,18,125,90,35,Sophie Klein,Transfer,Completed
ORD-10394,2024-01-29,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-07,Office Supplies,Paper Ream A4,6,6,3,36,18,18,Marie Dubois,Cash,Completed
ORD-10395,2024-01-30,CUST-256,Consumer,South America,Brazil,PRD-08,Furniture,Conference Table,6,2200,2000,13200,12000,1200,Jan de Vries,Card,Pending
ORD-10396,2024-01-31,CUST-389,Small Business,Europe,France,PRD-09,Office Supplies,Ink Cartridge XL,2,45,40,90,80,10,Liam Chen,Transfer,Returned
ORD-10397,2024-02-01,CUST-144,Corporate,North America,Canada,PRD-01,Electronics,Laptop Pro 14,6,1200,900,7200,5400,1800,Wei Zhang,Cash,Completed
ORD-10398,2024-02-02,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-02,Electronics,Tablet Air 10,1,600,520,600,520,80,Omar Hassan,Cash,Completed
ORD-10399,2024-02-03,CUST-501,Corporate,Europe,Netherlands,PRD-03,Furniture,Office Chair Deluxe,7,320,250,2240,1750,490,Fahad Al Saud,Card,Completed
ORD-10400,2024-02-04,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-04,Furniture,Standing Desk Pro,5,850,700,4250,3500,750,Lucas Pereira,Card,Completed
ORD-10401,2024-02-05,CUST-201,Corporate,North America,United States,PRD-05,Electronics,Wireless Monitor 27,4,450,380,1800,1520,280,Alex Morgan,Card,Pending
ORD-10402,2024-02-06,CUST-305,Consumer,Europe,Germany,PRD-06,Office Supply,Wireless Mouse,2,25,18,50,36,14,Daniel Smith,Card,Completed
ORD-10403,2024-02-07,CUST-178,Small Business,Asia-Pacific,Australia,PRD-07,Office Supplies,Paper Ream A4,7,6,3,42,21,21,Sophie Klein,Card,Completed
ORD-10404,2024-02-08,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-08,Furniture,Conference Table,3,2200,2000,6600,6000,600,Marie Dubois,Transfer,Completed
ORD-10405,2024-02-09,CUST-256,Consumer,South America,Brazil,PRD-09,Office Supplies,Ink Cartridge XL,7,45,40,315,280,35,Jan de Vries,Transfer,Completed
ORD-10406,2024-02-10,CUST-389,Small Business,Europe,France,PRD-01,Electronics,Laptop Pro 14,2,1200,900,2400,1800,600,Liam Chen,Cash,Completed
ORD-10407,2024-02-11,CUST-144,Corporate,North America,Canada,PRD-02,Electronics,Tablet Air 10,3,600,520,1800,1560,240,Wei Zhang,Cash,Returned
ORD-10408,2024-02-12,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-03,Furniture,Office Chair Deluxe,3,320,250,960,750,210,Omar Hassan,Cash,Completed
ORD-10409,2024-02-13,CUST-501,Corporate,Europe,Netherlands,PRD-04,Furniture,Standing Desk Pro,7,850,700,5950,4900,1050,Fahad Al Saud,Transfer,Pending
ORD-10410,2024-02-14,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-05,Electronics,Wireless Monitor 27,1,450,380,450,380,70,Lucas Pereira,Card,Pending
ORD-10411,2024-02-15,CUST-201,Corporate,North America,United States,PRD-06,Office Supply,Wireless Mouse,7,25,18,175,126,49,Alex Morgan,Cash,Completed
ORD-10412,2024-02-16,CUST-305,Consumer,Europe,Germany,PRD-07,Office Supplies,Paper Ream A4,4,6,3,24,12,12,Daniel Smith,Transfer,Pending
ORD-10413,2024-02-17,CUST-178,Small Business,Asia-Pacific,Australia,PRD-08,Furniture,Conference Table,1,2200,2000,2200,2000,200,Sophie Klein,Cash,Completed
ORD-10414,2024-02-18,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-09,Office Supplies,Ink Cartridge XL,4,45,40,180,160,20,Marie Dubois,Card,Completed
ORD-10415,2024-02-19,CUST-256,Consumer,South America,Brazil,PRD-01,Electronics,Laptop Pro 14,4,1200,900,4800,3600,1200,Jan de Vries,Transfer,Returned
ORD-10416,2024-02-20,CUST-389,Small Business,Europe,France,PRD-02,Electronics,Tablet Air 10,7,600,520,4200,3640,560,Liam Chen,Card,Completed
ORD-10417,2024-02-21,CUST-144,Corporate,North America,Canada,PRD-03,Furniture,Office Chair Deluxe,7,320,250,2240,1750,490,Wei Zhang,Card,Pending
ORD-10418,2024-02-22,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-04,Furniture,Standing Desk Pro,6,850,700,5100,4200,900,Omar Hassan,Cash,Completed
ORD-10419,2024-02-23,CUST-501,Corporate,Europe,Netherlands,PRD-05,Electronics,Wireless Monitor 27,3,450,380,1350,1140,210,Fahad Al Saud,Cash,Pending
ORD-10420,2024-02-24,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-06,Office Supply,Wireless Mouse,1,25,18,25,18,7,Lucas Pereira,Card,Pending
ORD-10421,2024-02-25,CUST-201,Corporate,North America,United States,PRD-07,Office Supplies,Paper Ream A4,6,6,3,36,18,18,Alex Morgan,Cash,Completed
ORD-10422,2024-02-26,CUST-305,Consumer,Europe,Germany,PRD-08,Furniture,Conference Table,1,2200,2000,2200,2000,200,Daniel Smith,Transfer,Completed
ORD-10423,2024-02-27,CUST-178,Small Business,Asia-Pacific,Australia,PRD-09,Office Supplies,Ink Cartridge XL,7,45,40,315,280,35,Sophie Klein,Transfer,Completed
ORD-10424,2024-02-28,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-01,Electronics,Laptop Pro 14,6,1200,900,7200,5400,1800,Marie Dubois,Card,Completed
ORD-10425,2024-02-29,CUST-256,Consumer,South America,Brazil,PRD-02,Electronics,Tablet Air 10,6,600,520,3600,3120,480,Jan de Vries,Transfer,Completed
ORD-10426,2024-03-01,CUST-389,Small Business,Europe,France,PRD-03,Furniture,Office Chair Deluxe,7,320,250,2240,1750,490,Liam Chen,Card,Pending
ORD-10427,2024-03-02,CUST-144,Corporate,North America,Canada,PRD-04,Furniture,Standing Desk Pro,7,850,700,5950,4900,1050,Wei Zhang,Cash,Completed
ORD-10428,2024-03-03,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-05,Electronics,Wireless Monitor 27,2,450,380,900,760,140,Omar Hassan,Transfer,Completed
ORD-10429,2024-03-04,CUST-501,Corporate,Europe,Netherlands,PRD-06,Office Supply,Wireless Mouse,6,25,18,150,108,42,Fahad Al Saud,Transfer,Returned
ORD-10430,2024-03-05,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-07,Office Supplies,Paper Ream A4,1,6,3,6,3,3,Lucas Pereira,Cash,Returned
ORD-10431,2024-03-06,CUST-201,Corporate,North America,United States,PRD-08,Furniture,Conference Table,2,2200,2000,4400,4000,400,Alex Morgan,Cash,Pending
ORD-10432,2024-03-07,CUST-305,Consumer,Europe,Germany,PRD-09,Office Supplies,Ink Cartridge XL,1,45,40,45,40,5,Daniel Smith,Card,Completed
ORD-10433,2024-03-08,CUST-178,Small Business,Asia-Pacific,Australia,PRD-01,Electronics,Laptop Pro 14,7,1200,900,8400,6300,2100,Sophie Klein,Cash,Pending
ORD-10434,2024-03-09,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-02,Electronics,Tablet Air 10,6,600,520,3600,3120,480,Marie Dubois,Card,Pending
ORD-10435,2024-03-10,CUST-256,Consumer,South America,Brazil,PRD-03,Furniture,Office Chair Deluxe,3,320,250,960,750,210,Jan de Vries,Cash,Completed
ORD-10436,2024-03-11,CUST-389,Small Business,Europe,France,PRD-04,Furniture,Standing Desk Pro,4,850,700,3400,2800,600,Liam Chen,Cash,Completed
ORD-10437,2024-03-12,CUST-144,Corporate,North America,Canada,PRD-05,Electronics,Wireless Monitor 27,3,450,380,1350,1140,210,Wei Zhang,Transfer,Completed
ORD-10438,2024-03-13,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-06,Office Supply,Wireless Mouse,4,25,18,100,72,28,Omar Hassan,Card,Pending
ORD-10439,2024-03-14,CUST-501,Corporate,Europe,Netherlands,PRD-07,Office Supplies,Paper Ream A4,6,6,3,36,18,18,Fahad Al Saud,Cash,Completed
ORD-10440,2024-03-15,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-08,Furniture,Conference Table,7,2200,2000,15400,14000,1400,Lucas Pereira,Transfer,Completed
ORD-10441,2024-03-16,CUST-201,Corporate,North America,United States,PRD-09,Office Supplies,Ink Cartridge XL,7,45,40,315,280,35,Alex Morgan,Card,Completed
ORD-10442,2024-03-17,CUST-305,Consumer,Europe,Germany,PRD-01,Electronics,Laptop Pro 14,5,1200,900,6000,4500,1500,Daniel Smith,Cash,Returned
ORD-10443,2024-03-18,CUST-178,Small Business,Asia-Pacific,Australia,PRD-02,Electronics,Tablet Air 10,5,600,520,3000,2600,400,Sophie Klein,Transfer,Completed
ORD-10444,2024-03-19,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-03,Furniture,Office Chair Deluxe,1,320,250,320,250,70,Marie Dubois,Cash,Pending
ORD-10445,2024-03-20,CUST-256,Consumer,South America,Brazil,PRD-04,Furniture,Standing Desk Pro,4,850,700,3400,2800,600,Jan de Vries,Cash,Completed
ORD-10446,2024-03-21,CUST-389,Small Business,Europe,France,PRD-05,Electronics,Wireless Monitor 27,7,450,380,3150,2660,490,Liam Chen,Transfer,Completed
ORD-10447,2024-03-22,CUST-144,Corporate,North America,Canada,PRD-06,Office Supply,Wireless Mouse,7,25,18,175,126,49,Wei Zhang,Cash,Returned
ORD-10448,2024-03-23,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-07,Office Supplies,Paper Ream A4,4,6,3,24,12,12,Omar Hassan,Card,Pending
ORD-10449,2024-03-24,CUST-501,Corporate,Europe,Netherlands,PRD-08,Furniture,Conference Table,6,2200,2000,13200,12000,1200,Fahad Al Saud,Transfer,Completed
ORD-10450,2024-03-25,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-09,Office Supplies,Ink Cartridge XL,2,45,40,90,80,10,Lucas Pereira,Card,Returned
ORD-10451,2024-03-26,CUST-201,Corporate,North America,United States,PRD-01,Electronics,Laptop Pro 14,3,1200,900,3600,2700,900,Alex Morgan,Transfer,Returned
ORD-10452,2024-03-27,CUST-305,Consumer,Europe,Germany,PRD-02,Electronics,Tablet Air 10,1,600,520,600,520,80,Daniel Smith,Transfer,Completed
ORD-10453,2024-03-28,CUST-178,Small Business,Asia-Pacific,Australia,PRD-03,Furniture,Office Chair Deluxe,6,320,250,1920,1500,420,Sophie Klein,Cash,Completed
ORD-10454,2024-03-29,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-04,Furniture,Standing Desk Pro,2,850,700,1700,1400,300,Marie Dubois,Cash,Completed
ORD-10455,2024-03-30,CUST-256,Consumer,South America,Brazil,PRD-05,Electronics,Wireless Monitor 27,6,450,380,2700,2280,420,Jan de Vries,Card,Completed
ORD-10456,2024-03-31,CUST-389,Small Business,Europe,France,PRD-06,Office Supply,Wireless Mouse,5,25,18,125,90,35,Liam Chen,Card,Completed
ORD-10457,2024-04-01,CUST-144,Corporate,North America,Canada,PRD-07,Office Supplies,Paper Ream A4,6,6,3,36,18,18,Wei Zhang,Transfer,Completed
ORD-10458,2024-04-02,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-08,Furniture,Conference Table,6,2200,2000,13200,12000,1200,Omar Hassan,Transfer,Completed
ORD-10459,2024-04-03,CUST-501,Corporate,Europe,Netherlands,PRD-09,Office Supplies,Ink Cartridge XL,5,45,40,225,200,25,Fahad Al Saud,Card,Completed
ORD-10460,2024-04-04,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-01,Electronics,Laptop Pro 14,7,1200,900,8400,6300,2100,Lucas Pereira,Card,Completed
ORD-10461,2024-04-05,CUST-201,Corporate,North America,United States,PRD-02,Electronics,Tablet Air 10,6,600,520,3600,3120,480,Alex Morgan,Transfer,Pending
ORD-10462,2024-04-06,CUST-305,Consumer,Europe,Germany,PRD-03,Furniture,Office Chair Deluxe,2,320,250,640,500,140,Daniel Smith,Card,Completed
ORD-10463,2024-04-07,CUST-178,Small Business,Asia-Pacific,Australia,PRD-04,Furniture,Standing Desk Pro,1,850,700,850,700,150,Sophie Klein,Card,Completed
ORD-10464,2024-04-08,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-05,Electronics,Wireless Monitor 27,6,450,380,2700,2280,420,Marie Dubois,Transfer,Returned
ORD-10465,2024-04-09,CUST-256,Consumer,South America,Brazil,PRD-06,Office Supply,Wireless Mouse,7,25,18,175,126,49,Jan de Vries,Card,Completed
ORD-10466,2024-04-10,CUST-389,Small Business,Europe,France,PRD-07,Office Supplies,Paper Ream A4,6,6,3,36,18,18,Liam Chen,Card,Completed
ORD-10467,2024-04-11,CUST-144,Corporate,North America,Canada,PRD-08,Furniture,Conference Table,1,2200,2000,2200,2000,200,Wei Zhang,Cash,Completed
ORD-10468,2024-04-12,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-09,Office Supplies,Ink Cartridge XL,2,45,40,90,80,10,Omar Hassan,Card,Completed
ORD-10469,2024-04-13,CUST-501,Corporate,Europe,Netherlands,PRD-01,Electronics,Laptop Pro 14,5,1200,900,6000,4500,1500,Fahad Al Saud,Cash,Completed
ORD-10470,2024-04-14,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-02,Electronics,Tablet Air 10,5,600,520,3000,2600,400,Lucas Pereira,Card,Completed
ORD-10471,2024-04-15,CUST-201,Corporate,North America,United States,PRD-03,Furniture,Office Chair Deluxe,5,320,250,1600,1250,350,Alex Morgan,Transfer,Completed
ORD-10472,2024-04-16,CUST-305,Consumer,Europe,Germany,PRD-04,Furniture,Standing Desk Pro,6,850,700,5100,4200,900,Daniel Smith,Transfer,Returned
ORD-10473,2024-04-17,CUST-178,Small Business,Asia-Pacific,Australia,PRD-05,Electronics,Wireless Monitor 27,6,450,380,2700,2280,420,Sophie Klein,Cash,Completed
ORD-10474,2024-04-18,CUST-412,Corporate,Middle East,United Arab Emirates,PRD-06,Office Supply,Wireless Mouse,3,25,18,75,54,21,Marie Dubois,Card,Returned
ORD-10475,2024-04-19,CUST-256,Consumer,South America,Brazil,PRD-07,Office Supplies,Paper Ream A4,3,6,3,18,9,9,Jan de Vries,Transfer,Pending
ORD-10476,2024-04-20,CUST-389,Small Business,Europe,France,PRD-08,Furniture,Conference Table,5,2200,2000,11000,10000,1000,Liam Chen,Cash,Completed
ORD-10477,2024-04-21,CUST-144,Corporate,North America,Canada,PRD-09,Office Supplies,Ink Cartridge XL,4,45,40,180,160,20,Wei Zhang,Card,Completed
ORD-10478,2024-04-22,CUST-198,Consumer,Asia-Pacific,Singapore,PRD-01,Electronics,Laptop Pro 14,7,1200,900,8400,6300,2100,Omar Hassan,Cash,Completed
ORD-10479,2024-04-23,CUST-501,Corporate,Europe,Netherlands,PRD-02,Electronics,Tablet Air 10,7,600,520,4200,3640,560,Fahad Al Saud,Cash,Pending
ORD-10480,2024-04-24,CUST-322,Small Business,Middle East,Saudi Arabia,PRD-03,Furniture,Office Chair Deluxe,1,320,250,320,250,70,Lucas Pereira,Transfer,Returned
ORD-10481,2024-04-25,CUST-201,Corporate,North America,United States,PRD-04,Furniture,Standing Desk Pro,7,850,700,5950,4900,1050,Alex Morgan,Cash,Completed
ORD-10482,2024-04-26,CUST-305,Consumer,Europe,Germany,PRD-05,Electronics,Wireless Monitor 27,4,450,380,1800,1520,280,Daniel Smith,Cash,Completed
ORD-10483,2024-04-27,CUST-178,Small Business,Asia-Pacific,Australia,PRD-06,Office Supply,Wireless Mouse,6,25,18,150,108,42,Sophie Klein,Cash,Pending
